nodeId,timestamp,cpu_wio,mem_free,Missed Buffers_P1,cpu_user,bytes_out,proc_run,bytes_in,pkts_out
node-000,2024-01-01 18:24:00,0.0947,7758336.2855,0.0,0.0066,171768.1068,8.8164,46518.9744,972.4706
node-001,2024-01-01 18:24:00,0.1024,7429387.8973,0.0,0.0155,141178.2438,7.9857,20833.0993,930.4147
node-002,2024-01-01 18:24:00,0.1274,9462913.3597,0.3679,0.0,126198.2431,12.3042,6213753.6662,955.2267
node-003,2024-01-01 18:24:00,0.1184,9811621.9132,0.0,0.0012,105039.4931,9.9772,63605.9089,930.6211
node-004,2024-01-01 18:24:00,0.0993,8356435.4524,0.0,0.0088,134461.1086,6.9975,47150.4592,957.093
node-005,2024-01-01 18:24:00,0.2031,8021530.2647,0.0,0.0,93721.5639,6.2439,55912.412,968.6665
node-006,2024-01-01 18:24:00,0.0346,6260203.3582,0.1856,0.0,119655.3805,3.2528,0.0,890.8798
node-007,2024-01-01 18:24:00,0.1039,7074215.37,0.5206,0.026,167349.0095,8.0483,94218.3637,943.7546
node-008,2024-01-01 18:24:00,0.0811,8398894.9122,0.0065,0.0,138111.4123,9.1417,33387.0079,953.5386
node-009,2024-01-01 18:24:00,0.1374,8268022.2546,0.1356,0.0,119139.4209,6.1085,8013.5813,949.6973
node-010,2024-01-01 18:24:00,0.077,8455387.8482,0.0,1.3064,127103.6203,9.0212,6173449.7156,949.7043
node-011,2024-01-01 18:24:00,0.3364,7426356.3634,0.0,1.6232,133598.1192,5.9998,25889.3265,956.8797
node-012,2024-01-01 18:24:00,0.0191,7290528.3637,0.0,0.0174,126984.056,7.0328,35943.2202,925.3026
node-013,2024-01-01 18:24:00,0.0059,8012453.565,0.0,0.9161,158069.7208,0.008,0.0,952.771
node-014,2024-01-01 18:24:00,0.0904,9470613.2351,0.0,0.8874,110504.6769,7.0263,0.0,944.3576
node-015,2024-01-01 18:24:00,0.0,5575848.8978,0.4025,0.0866,109779.4607,2.0313,6163819.8404,907.3675
