nodeId,timestamp,cpu_wio,mem_free,Missed Buffers_P1,cpu_user,bytes_out,proc_run,bytes_in,pkts_out
node-000,2024-01-01 19:14:00,0.0818,28347209.4489,0.033,0.5191,10310.3865,0.9526,475007.8159,264.1043
node-001,2024-01-01 19:14:00,0.0003,27997632.7054,156.2205,1.4986,27853.3994,0.041,231960.8458,254.4122
node-002,2024-01-01 19:14:00,0.0,8930670.9394,0.1158,0.6363,16759.0811,0.0681,590753.1972,334.6704
node-003,2024-01-01 19:14:00,0.1909,29975229.2564,4.331,0.5016,46514.1216,0.0,42888.2124,286.6806
node-004,2024-01-01 19:14:00,0.0,28562762.6793,28.3325,0.1923,46652.8371,2.9565,865627.6168,280.4401
node-005,2024-01-01 19:14:00,0.0959,7119509.9308,0.1543,1.069,420938.3791,0.0394,68709.0876,368.869
node-006,2024-01-01 19:14:00,0.0,28772871.2175,9.9983,0.2111,19450.7469,2.0075,74995.6875,222.6216
node-007,2024-01-01 19:14:00,0.0,28576965.803,243.7344,0.3836,4526.2624,1.004,325708.6021,194.5123
node-008,2024-01-01 19:14:00,0.0023,28661789.7999,13.2798,0.4952,11171.2101,0.028,600547.2508,276.4316
node-009,2024-01-01 19:14:00,0.0269,28440795.8772,3.2242,1.2758,487.0075,0.0752,404151.8988,263.9955
node-010,2024-01-01 19:14:00,0.1905,29147832.7912,5.5298,1.8232,68745.0942,0.027,939363.7021,390.49
node-011,2024-01-01 19:14:00,0.0049,27783481.5688,249.7308,0.2077,9178.8307,0.2534,118801.0619,247.0087
node-012,2024-01-01 19:14:00,0.1138,28129020.9426,0.0,0.8897,14456.5981,0.8914,168504.5144,148.4134
node-013,2024-01-01 19:14:00,0.3139,28622666.2097,0.0,1.9342,4332.2827,0.0,0.0,377.7761
node-014,2024-01-01 19:14:00,0.0905,29858120.3828,1.0036,1.2955,35892.6469,0.012,229862.8177,266.8268
node-015,2024-01-01 19:14:00,0.0,27652238.3792,0.0,0.0073,3061.047,0.075,436473.4601,229.6267
node-016,2024-01-01 19:14:00,0.0235,28212013.6051,187.0806,0.7632,4403.5671,0.0728,136308.4412,182.1623
node-017,2024-01-01 19:14:00,0.0204,29705407.8407,0.0,0.4026,3726.2122,0.0373,261551.2935,257.7002
node-018,2024-01-01 19:14:00,0.0,29030001.6315,34.8731,0.1865,7866.886,0.0,358977.0249,321.5668
node-019,2024-01-01 19:14:00,0.0543,28496835.2862,272.5984,0.7116,771.2334,1.0387,87992.3681,266.5971
node-020,2024-01-01 19:14:00,0.1107,28471933.5412,0.0,1.9175,35525.218,0.9805,943849.4038,312.3119
