nodeId,timestamp,cpu_wio,mem_free,Missed Buffers_P1,cpu_user,bytes_out,proc_run,bytes_in,pkts_out
node-000,2024-01-01 19:44:00,0.0749,14338770.1136,0.0,1.1927,147298.1276,12.9969,6374337.6518,982.6272
node-001,2024-01-01 19:44:00,0.3484,14171390.4852,0.3327,0.8257,110182.5873,2.9745,6124464.1779,872.7955
node-002,2024-01-01 19:44:00,0.0932,9754558.1822,0.0,0.8713,121364.0357,9.9941,6214638.7765,893.0831
node-003,2024-01-01 19:44:00,0.0998,15064447.9852,0.0,0.7416,81912.666,7.9875,6056328.8354,884.3695
node-004,2024-01-01 19:44:00,0.0798,13961089.7773,0.416,0.8784,172382.3206,4.0856,6220881.9861,940.367
node-005,2024-01-01 19:44:00,0.0421,8334668.4596,0.0,0.422,114578.8228,6.9885,5979901.2312,875.9069
node-006,2024-01-01 19:44:00,0.0,14864127.5741,1.2175,0.1909,130541.0596,4.8417,6136710.5114,854.2364
node-007,2024-01-01 19:44:00,0.0749,14053471.9936,0.0,0.4126,129648.4736,6.0887,6140200.2369,930.4655
node-008,2024-01-01 19:44:00,0.4012,14068900.9184,0.4905,0.2899,117273.1692,3.4256,6203934.6613,923.5172
node-009,2024-01-01 19:44:00,0.1835,14492811.6072,0.0,0.5945,147577.5256,4.0405,6260632.1331,907.9362
node-010,2024-01-01 19:44:00,0.1099,14011523.1733,0.3328,0.8011,80890.1836,10.1252,6196942.9284,891.8388
node-011,2024-01-01 19:44:00,0.1555,13647465.2914,0.0,0.5799,120286.7683,7.017,6064535.2079,872.4958
node-012,2024-01-01 19:44:00,0.1287,13402624.8553,0.0211,1.0079,141237.1204,6.1984,6291270.4264,934.5132
node-013,2024-01-01 19:44:00,0.1259,13716317.8292,0.9643,0.5082,163336.008,0.0628,11593.9801,908.4082
node-014,2024-01-01 19:44:00,0.0853,15469102.6309,0.3392,0.4096,122531.8732,6.7524,6137696.0658,916.9717
node-015,2024-01-01 19:44:00,0.0089,14806243.491,0.0,0.0976,140268.6023,4.1097,6395825.4293,875.2157
node-016,2024-01-01 19:44:00,0.097,14363660.7294,0.103,0.5156,125726.9378,8.8297,6262212.8781,906.843
node-017,2024-01-01 19:44:00,0.294,16358721.6469,0.2138,0.3632,174706.6365,8.2815,6293734.1725,919.3553
node-018,2024-01-01 19:44:00,0.4723,14501415.7259,0.0,1.1855,123968.284,7.8418,6200982.3952,898.7965
node-019,2024-01-01 19:44:00,0.1707,14986944.2398,0.8367,0.5926,117772.054,5.93,6110641.4077,895.0649
node-020,2024-01-01 19:44:00,0.1178,14153726.5006,0.0,0.9142,164973.9642,7.9529,6113608.9775,848.8891
node-021,2024-01-01 19:44:00,0.24,14395930.7082,0.2152,1.2926,116942.6629,4.7182,6359643.0094,918.6995
node-022,2024-01-01 19:44:00,0.0861,14483603.8203,0.0,0.8239,115058.7942,0.0523,6377671.2344,923.1643
node-023,2024-01-01 19:44:00,0.5971,14042231.2292,1.0369,0.6497,110264.4234,7.0451,5999325.0818,923.8848
node-024,2024-01-01 19:44:00,0.0935,14053268.6061,1.4599,0.4359,136513.4161,12.0299,6147651.3076,918.5065
node-025,2024-01-01 19:44:00,0.0808,15799191.7194,0.5192,0.5858,108533.8657,4.0857,6159856.9105,930.3538
node-026,2024-01-01 19:44:00,0.0133,14640428.5484,0.0,0.1871,110446.5315,0.0557,6462043.7258,899.4487
node-027,2024-01-01 19:44:00,0.0239,14109688.0729,0.9396,0.6517,131515.9671,8.9188,6185659.6711,900.6685
node-028,2024-01-01 19:44:00,0.0111,14962804.3121,0.0,0.6884,109301.1508,9.0908,6112911.8302,912.5981
node-029,2024-01-01 19:44:00,0.1783,14092018.8039,0.5054,0.9501,154832.3102,8.9909,6378014.2717,910.3012
node-030,2024-01-01 19:44:00,0.8138,14420517.8785,0.0574,0.3822,145594.9142,5.0722,6227858.2344,892.6531
node-031,2024-01-01 19:44:00,0.0063,28944605.8372,0.1733,0.554,369.8662,0.0488,47304.5945,5.4895
node-032,2024-01-01 19:44:00,0.128,14189896.4008,0.9288,0.9767,104206.2396,4.0148,6349575.1952,913.9342
node-033,2024-01-01 19:44:00,0.096,13592233.0532,0.3499,0.5936,113831.1895,9.7932,6207674.6709,930.4101
node-034,2024-01-01 19:44:00,0.0,13758745.33,0.0,0.1589,133628.203,2.1103,6247126.4049,863.4171
node-035,2024-01-01 19:44:00,0.5359,15561253.4365,0.6112,0.4376,124592.6702,8.1378,6148687.7969,908.4424
node-036,2024-01-01 19:44:00,0.1081,14664149.9577,0.7536,1.1003,126060.1487,9.9741,6297136.0036,899.7148
node-037,2024-01-01 19:44:00,0.0388,14342811.7601,0.0578,0.5153,69832.0255,0.0,6331920.5646,872.814
node-038,2024-01-01 19:44:00,0.1007,14145665.6082,0.0,0.5792,85326.7159,5.7809,6156105.0442,926.1909
node-039,2024-01-01 19:44:00,0.1037,15262284.1542,0.0,0.9119,90395.5255,3.018,6225111.613,922.6373
node-040,2024-01-01 19:44:00,0.0083,14627761.8581,0.3094,0.1423,158072.1785,3.0516,6139077.5424,854.5838
node-041,2024-01-01 19:44:00,0.8633,14843361.619,0.0,0.6665,131515.4298,7.7091,6211378.9837,914.7391
node-042,2024-01-01 19:44:00,0.1795,14576277.4886,0.1552,0.5938,88046.2613,3.8979,6300839.657,935.1286
node-043,2024-01-01 19:44:00,0.0111,14773120.2079,0.0,0.2727,120280.0571,6.04,6101941.673,909.5758
node-044,2024-01-01 19:44:00,0.2742,14107670.5085,0.0,0.7748,132100.7908,7.9211,6031669.9365,902.8723
node-045,2024-01-01 19:44:00,0.1229,13998202.1842,0.4979,0.5387,113575.0634,8.0584,6121751.1472,923.8554
node-046,2024-01-01 19:44:00,0.0831,13594017.4831,0.5155,0.487,98337.3847,7.998,6300103.4649,926.9322
node-047,2024-01-01 19:44:00,0.0984,13047941.2913,0.0,0.5075,122265.7237,7.0773,6236700.2097,915.3598
node-048,2024-01-01 19:44:00,1.2948,14775598.1491,0.0,0.4065,126034.2251,3.9737,6229736.9825,925.8087
node-049,2024-01-01 19:44:00,0.3155,13008017.8764,0.0,0.0743,120128.7544,6.6968,6313052.4319,847.9462
node-050,2024-01-01 19:44:00,0.0151,13615839.9159,0.9281,0.1018,93999.9323,2.3882,6158510.6285,828.8098
node-051,2024-01-01 19:44:00,0.0,13281723.1018,0.0232,1.959,150214.4543,9.0109,6155146.2031,906.964
node-052,2024-01-01 19:44:00,0.0,14471595.5538,0.8557,0.7303,109731.9054,1.0583,6287092.0473,922.5718
node-053,2024-01-01 19:44:00,0.0942,14839199.8517,0.9665,0.8185,120270.6754,7.9466,6281030.6205,896.8896
node-054,2024-01-01 19:44:00,0.0816,13390151.6437,0.0,1.4462,87736.5301,5.8866,6244367.9434,914.4248
node-055,2024-01-01 19:44:00,0.107,14753076.1876,0.0,0.6101,96674.9729,7.8177,6399774.4267,940.4886
node-056,2024-01-01 19:44:00,0.0775,14566227.874,0.0,0.5192,94119.9597,8.979,6208451.1738,936.8958
node-057,2024-01-01 19:44:00,0.0521,12251483.6114,1.2887,0.7858,104859.3905,2.1847,6312072.9166,919.4214
