nodeId,timestamp,cpu_wio,mem_free,Missed Buffers_P1,cpu_user,bytes_out,proc_run,bytes_in,pkts_out
node-000,2024-01-01 19:54:00,3.199,10082867.6027,0.0,0.8543,140191.5189,5.9887,5765871.4076,826.7175
node-001,2024-01-01 19:54:00,0.0,10501042.1374,0.0,1.0026,134544.7021,6.9986,6017816.7886,855.477
node-002,2024-01-01 19:54:00,1.0068,9360671.6104,0.0,1.0838,164382.5006,8.038,6066325.3827,902.9056
node-003,2024-01-01 19:54:00,0.0,10848399.4021,0.0,1.235,113401.1817,9.966,6274893.0905,837.5573
node-004,2024-01-01 19:54:00,1.2879,10577034.1957,1.2052,0.8808,83332.0931,2.0928,6004583.7839,858.3062
node-005,2024-01-01 19:54:00,0.0271,8420417.1794,0.0,0.5933,112403.2662,7.0458,6332199.4117,825.8762
node-006,2024-01-01 19:54:00,0.2862,10985206.4665,1.6198,0.1862,101672.8955,0.9946,6254984.8872,813.6041
node-007,2024-01-01 19:54:00,0.8004,10180402.413,0.4608,0.5166,175577.4548,2.1106,6228148.8217,871.1293
node-008,2024-01-01 19:54:00,0.0101,10248127.3796,1.3785,0.5098,107939.2637,7.0725,6005329.0623,876.8635
node-009,2024-01-01 19:54:00,1.0968,11112308.4197,0.0,0.5724,112751.2476,9.0061,5882739.5982,875.9026
node-010,2024-01-01 19:54:00,0.1161,10467230.0604,0.0,0.8899,69043.8384,8.0539,5889057.0138,860.4385
node-011,2024-01-01 19:54:00,0.5312,9653582.052,0.0,0.598,108268.1403,4.0224,6417658.1709,853.5792
node-012,2024-01-01 19:54:00,1.0638,9413063.0827,0.0,0.9547,101296.851,7.0141,6160694.8978,884.389
node-013,2024-01-01 19:54:00,0.8062,10438200.5109,0.0,0.9342,145902.1043,0.0,0.0,861.1988
node-014,2024-01-01 19:54:00,0.1161,11444668.03,0.0,0.5334,126379.2664,4.0659,6048309.4183,866.6339
node-015,2024-01-01 19:54:00,0.1489,10401718.3148,0.0,0.0899,112437.7753,2.1201,5955423.9954,806.4557
node-016,2024-01-01 19:54:00,0.1228,10463288.1364,0.6165,0.697,98258.9405,7.0431,6134593.6996,860.3045
node-017,2024-01-01 19:54:00,0.1153,12605908.5438,0.0,0.6861,172750.8215,9.96,6226486.6152,849.9216
node-018,2024-01-01 19:54:00,1.6404,10662181.0669,0.0,0.6882,112931.3055,9.0348,5933411.0473,875.3054
node-019,2024-01-01 19:54:00,0.0813,11400576.4584,0.0,0.7037,129716.3333,6.0544,6245784.4154,863.7027
node-020,2024-01-01 19:54:00,0.6247,10241040.2753,0.0,1.0623,139886.3048,5.9636,5875558.8333,837.8472
node-021,2024-01-01 19:54:00,0.1401,10682286.8306,0.0,1.4103,100245.6599,8.9555,6158506.6386,845.7761
node-022,2024-01-01 19:54:00,0.101,10179608.2746,0.3106,0.6255,130169.3408,3.8466,6233107.134,873.4529
node-023,2024-01-01 19:54:00,0.0981,9835640.6876,0.0,2.0606,106293.1869,0.038,6363146.2961,870.4895
