nodeId,timestamp,cpu_wio,mem_free,Missed Buffers_P1,cpu_user,bytes_out,proc_run,bytes_in,pkts_out
node-000,2024-01-01 18:34:00,0.0925,7567170.7775,1.1504,0.7885,152094.9759,5.9708,6033255.664,884.6336
node-001,2024-01-01 18:34:00,0.212,7548637.6476,0.0,0.7117,99157.4173,6.9076,6020567.2501,885.4486
node-002,2024-01-01 18:34:00,0.3506,8793398.4022,0.0,0.8936,105616.2842,7.9395,6042855.6089,890.3509
node-003,2024-01-01 18:34:00,1.5803,9470506.2154,4.5596,0.539,114103.3033,7.9821,6354310.0069,888.7718
node-004,2024-01-01 18:34:00,0.1095,8705181.7795,0.0,0.6954,101123.2326,6.0094,5999938.4059,858.9683
node-005,2024-01-01 18:34:00,0.0875,7784395.5031,0.0,0.6818,94511.3336,8.0275,6363358.0731,833.7917
node-006,2024-01-01 18:34:00,0.4113,5966998.2098,9.73,0.1916,113458.6012,2.017,6611630.1897,791.5579
node-007,2024-01-01 18:34:00,0.1202,7202856.6108,6.3231,0.6039,225311.4749,8.9734,6124258.0506,864.1911
node-008,2024-01-01 18:34:00,0.0852,8053563.9819,12.6099,0.5008,96827.1055,0.8986,6272701.374,893.5117
node-009,2024-01-01 18:34:00,6.306,8209638.2993,4.1194,0.5933,130221.7668,9.9818,5930964.2029,924.7483
node-010,2024-01-01 18:34:00,0.1156,8018186.1747,0.5294,1.394,99614.4879,6.9452,5959639.6719,883.765
node-011,2024-01-01 18:34:00,0.2059,7456307.0553,8.5322,0.59,110590.4504,8.1296,6055440.0221,882.3422
node-012,2024-01-01 18:34:00,0.1923,7674412.988,0.3015,0.6046,102234.9502,5.0728,6287867.6768,874.4562
node-013,2024-01-01 18:34:00,0.1426,7623817.202,0.0,0.8075,132887.2307,0.0,7797.1214,885.2126
node-014,2024-01-01 18:34:00,0.1337,9019694.4742,1.1467,0.6766,115358.3409,8.0489,6133830.9743,844.5788
node-015,2024-01-01 18:34:00,0.0048,5554984.3698,0.6419,0.0995,108304.5451,4.0529,5845493.4154,812.5894
node-016,2024-01-01 18:34:00,0.0997,7431268.7893,8.3342,0.6732,102241.6547,1.9445,5983866.8505,894.2398
node-017,2024-01-01 18:34:00,0.317,8924645.6744,0.0,0.7867,179593.5504,3.8726,6072143.6956,899.6683
node-018,2024-01-01 18:34:00,0.1089,8014490.666,9.3188,0.6201,110829.4252,8.9687,6134589.8585,872.3921
node-019,2024-01-01 18:34:00,0.0762,8587762.345,0.0,0.5611,107991.369,6.9301,6117172.0399,879.747
node-020,2024-01-01 18:34:00,0.2374,7754175.6878,0.0,1.105,148843.1268,7.0131,5954488.2943,858.2143
node-021,2024-01-01 18:34:00,0.1126,8605409.7336,0.1146,1.2092,122383.5691,4.9282,6173458.6135,875.4134
node-022,2024-01-01 18:34:00,0.0985,8209305.8049,0.2579,0.4981,111646.341,7.4205,6079755.9929,861.6077
node-023,2024-01-01 18:34:00,0.0606,7624113.2178,5.5645,0.7089,104556.8768,6.9629,6853458.1342,865.9636
node-024,2024-01-01 18:34:00,0.3256,7610524.5434,4.9068,0.5097,119534.5605,9.9645,5989149.8096,839.7337
node-025,2024-01-01 18:34:00,0.4699,9444028.1601,0.2226,0.4832,107635.3476,7.2991,6186695.656,875.7809
node-026,2024-01-01 18:34:00,0.5304,5831055.9448,0.4904,0.0934,66371.8009,4.0204,6025390.7833,789.8936
node-027,2024-01-01 18:34:00,2.393,8261780.4097,6.548,0.7157,120186.7631,8.0193,5788145.1655,910.4223
node-028,2024-01-01 18:34:00,0.3452,8260768.7454,5.9231,4.8056,106705.0899,5.0138,6170961.5096,881.4231
node-029,2024-01-01 18:34:00,0.3168,8390581.0792,9.7816,1.2793,122010.6125,3.9435,6120484.1071,882.3978
node-030,2024-01-01 18:34:00,0.4547,7566957.6762,0.908,0.5241,126733.9515,6.8694,6077698.0024,880.4184
node-031,2024-01-01 18:34:00,0.0529,29055650.2199,0.0,0.3858,342.4695,0.0,139763.1083,12.9927
node-032,2024-01-01 18:34:00,0.1079,7833277.1532,10.5489,0.4984,100385.544,6.9653,6167437.8598,878.3609
node-033,2024-01-01 18:34:00,1.6845,7704397.22,2.9767,0.6673,119322.1675,8.9786,6340293.1745,910.4058
node-034,2024-01-01 18:34:00,0.3076,5051875.1201,0.0,0.1625,116829.1731,2.1113,6013362.9567,855.5665
node-035,2024-01-01 18:34:00,0.6266,8812288.2967,0.1853,0.4893,130452.0163,5.0519,6099459.3629,884.8659
node-036,2024-01-01 18:34:00,0.1035,8368037.9273,0.0458,2.5621,97116.6923,5.9218,5903139.5249,884.3036
node-037,2024-01-01 18:34:00,0.0331,8285457.0691,11.9882,0.4955,122202.1745,2.975,5969331.4356,881.3777
node-038,2024-01-01 18:34:00,0.2897,7443595.2124,2.7776,1.0999,116825.5541,5.9927,6053177.5433,873.5057
node-039,2024-01-01 18:34:00,0.0956,8868553.2963,7.9622,0.4936,94197.8197,11.0819,6176984.2147,882.9716
node-040,2024-01-01 18:34:00,0.0306,5402315.2336,0.8788,0.1819,103180.0155,2.0148,5901319.0138,817.0935
node-041,2024-01-01 18:34:00,1.7785,7887693.2632,4.6758,0.6041,106693.6708,3.9732,5906854.6264,872.9774
node-042,2024-01-01 18:34:00,0.1255,7747295.0535,11.731,1.3101,109339.7629,8.0234,6131352.8536,885.6926
node-043,2024-01-01 18:34:00,0.1977,9095366.535,1.0592,0.615,85134.2871,4.421,6186024.9794,888.6128
node-044,2024-01-01 18:34:00,0.3399,8178014.614,9.5171,0.7265,108125.8764,9.96,6247659.2487,871.7405
node-045,2024-01-01 18:34:00,0.0806,7647441.454,0.0,0.7482,122631.9983,9.0555,6135400.193,853.7017
node-046,2024-01-01 18:34:00,0.1263,7706076.2309,0.0,0.5989,111824.1171,9.0668,5834975.6167,881.6416
node-047,2024-01-01 18:34:00,0.4692,7937866.1267,0.2069,0.4376,103551.7571,6.1321,6123817.3363,881.4926
node-048,2024-01-01 18:34:00,0.9661,8535194.5995,1.3971,0.2668,106659.0698,6.2568,6032685.4768,875.6226
node-049,2024-01-01 18:34:00,0.2792,5216130.9849,0.05,0.1069,112482.7306,3.9744,6299990.6512,824.204
node-050,2024-01-01 18:34:00,0.1452,2609501.5555,0.7149,0.189,142552.7314,3.9685,6158569.6839,806.7976
node-051,2024-01-01 18:34:00,0.3045,7878271.9998,9.6537,1.6387,158594.4003,6.114,5887642.4063,874.2588
node-052,2024-01-01 18:34:00,0.6785,8574554.3319,0.0,0.5256,123598.4614,6.0805,6033635.2741,880.3018
node-053,2024-01-01 18:34:00,0.2858,8540762.2407,0.7511,0.894,92400.2752,4.0336,6348441.833,880.1346
node-054,2024-01-01 18:34:00,0.0173,7439936.378,0.0,0.7949,88284.387,4.9106,5934911.9333,879.4817
node-055,2024-01-01 18:34:00,0.0698,8067896.6322,0.073,0.6808,115847.0353,8.0388,5994081.1197,874.0917
node-056,2024-01-01 18:34:00,0.2107,8037697.7123,6.1156,0.7199,176533.695,6.5006,6290043.3343,872.1154
node-057,2024-01-01 18:34:00,0.0769,5039040.5918,6.8066,0.7797,109626.7693,3.9724,5995717.5285,869.9897
node-058,2024-01-01 18:34:00,8.6956,7788679.3664,0.0,0.5987,156319.3162,10.9256,6117533.747,873.6583
node-059,2024-01-01 18:34:00,0.3517,8736892.238,10.0164,0.7258,126491.261,5.4095,5973298.8266,938.7819
node-060,2024-01-01 18:34:00,2.209,7762398.7584,3.8711,5.2089,123612.357,6.7317,6005580.0454,888.3768
node-061,2024-01-01 18:34:00,0.0851,7887103.0598,0.5923,0.913,125138.3249,6.9553,6205210.3578,894.3824
node-062,2024-01-01 18:34:00,1.4583,7388774.9839,10.3141,0.5958,118881.2152,6.0516,6122559.7413,885.1711
node-063,2024-01-01 18:34:00,0.0942,7696627.841,17.2103,0.6862,113301.8074,8.878,6127856.7302,869.4859
node-064,2024-01-01 18:34:00,0.4114,7134777.7021,7.5384,0.6805,114778.4808,7.0911,5967308.564,898.2675
node-065,2024-01-01 18:34:00,0.0963,8006623.5537,0.5339,0.7922,119486.8674,6.0551,6020473.147,900.6345
node-066,2024-01-01 18:34:00,0.1171,8557597.3844,7.58,0.8144,122636.1132,5.8558,6105734.7917,869.3794
node-067,2024-01-01 18:34:00,0.1306,7850958.0766,0.1395,0.7028,103540.1065,3.9375,6391443.9243,920.7135
