nodeId,timestamp,cpu_wio,mem_free,Missed Buffers_P1,cpu_user,bytes_out,proc_run,bytes_in,pkts_out
node-000,2024-01-01 19:34:00,0.6677,17950383.0542,0.0,0.8762,154514.6976,8.0387,6260685.6605,918.0638
node-001,2024-01-01 19:34:00,1.8974,17860055.1534,0.6153,0.6327,116367.3115,8.0641,6123559.8527,920.9208
node-002,2024-01-01 19:34:00,0.1166,9489029.0551,0.0,0.876,110159.581,9.0741,6091297.4977,875.2176
node-003,2024-01-01 19:34:00,0.2515,19049551.4,1.4487,0.4745,111608.0755,11.0442,6187314.1081,900.9864
node-004,2024-01-01 19:34:00,0.0849,17812150.6982,0.2092,0.6891,121704.7458,10.0354,6174311.4228,919.1149
node-005,2024-01-01 19:34:00,0.1105,8481091.0547,0.5417,0.6141,121451.9934,10.9959,6152568.109,913.6181
node-006,2024-01-01 19:34:00,0.1921,18551246.8385,0.0,0.1383,136007.2394,2.8982,6247840.5219,820.6797
node-007,2024-01-01 19:34:00,0.2496,18165120.5076,0.3322,1.2958,164402.2393,14.0046,6125556.6852,928.7461
node-008,2024-01-01 19:34:00,0.61,17520466.7345,0.0,0.3764,108308.8081,3.9908,6146490.1102,916.6083
node-009,2024-01-01 19:34:00,0.0,18234210.9176,0.6401,0.7737,120108.1338,8.9198,6053367.2625,900.5938
node-010,2024-01-01 19:34:00,0.0958,17866137.8218,0.0,0.8988,70509.2009,10.0195,6136215.9062,894.8592
node-011,2024-01-01 19:34:00,0.0547,17674542.4924,0.819,0.704,125642.7298,5.0541,6228410.4762,919.922
node-012,2024-01-01 19:34:00,0.8874,17064623.9796,0.2075,0.5999,97586.8117,3.9492,6182193.1594,923.3746
node-013,2024-01-01 19:34:00,0.0,17847249.6298,0.0,0.3893,153284.0059,0.01,123833.3878,864.7746
node-014,2024-01-01 19:34:00,0.3669,19333798.2521,0.1179,0.7061,115590.8349,7.907,6091936.8503,903.8187
node-015,2024-01-01 19:34:00,0.3129,18429126.269,0.4951,0.1801,107282.8149,3.1743,6164247.9979,864.0956
node-016,2024-01-01 19:34:00,0.0744,17956635.3866,0.0,0.5084,128378.7219,6.993,6229219.9293,908.7045
node-017,2024-01-01 19:34:00,0.1143,20460083.3307,0.3077,0.3514,148454.1568,7.1092,6295764.8598,912.0405
node-018,2024-01-01 19:34:00,0.0816,18482998.0918,0.0,0.5827,108938.1197,9.0994,6140300.4494,910.555
node-019,2024-01-01 19:34:00,0.4938,19170330.434,0.0,0.5493,121007.2325,8.9556,6113737.6886,934.7414
