nodeId,timestamp,cpu_wio,mem_free,Missed Buffers_P1,cpu_user,bytes_out,proc_run,bytes_in,pkts_out
node-000,2024-01-01 19:04:00,0.0923,7541499.7841,0.0,1.1826,162560.2677,7.3471,6274354.8882,852.4337
node-001,2024-01-01 19:04:00,0.1945,7504582.6128,0.0,1.0142,123694.4517,7.0366,66991.8117,774.1968
node-002,2024-01-01 19:04:00,0.1096,8854891.3709,0.2898,1.912,117371.9479,6.9103,178723.5909,752.4578
node-003,2024-01-01 19:04:00,0.333,9208975.5201,4.9063,1.5103,58443.4141,5.0506,5681431.0937,720.2591
node-004,2024-01-01 19:04:00,0.1982,8175248.2254,0.4107,2.0952,143310.6839,8.0445,6183232.2109,868.2791
node-005,2024-01-01 19:04:00,0.064,7611057.4953,0.0,0.9083,105724.2168,6.0566,5837191.0962,811.2135
node-006,2024-01-01 19:04:00,0.0,4331435.0014,0.2311,0.2068,112219.6228,4.9781,6110177.8692,753.2036
node-007,2024-01-01 19:04:00,0.0902,7227256.9773,6.9515,0.7894,146323.0488,6.8865,6170882.8436,855.4712
node-008,2024-01-01 19:04:00,0.1275,8156485.047,12.7287,0.3575,122716.7378,7.3002,6391237.2067,860.8292
node-009,2024-01-01 19:04:00,0.0964,7923873.2582,3.0602,1.5973,119576.1028,9.0983,5896173.9704,844.9652
node-010,2024-01-01 19:04:00,0.0989,8591099.4458,0.0797,1.8709,69937.7852,5.0231,5201067.7663,732.9534
node-011,2024-01-01 19:04:00,0.0928,6964098.6294,6.8888,0.8038,117957.2693,4.0238,6076812.9648,859.5738
node-012,2024-01-01 19:04:00,0.0714,7457034.8821,0.197,0.2526,100847.2673,6.7423,1063113.1153,852.1357
node-013,2024-01-01 19:04:00,0.0802,7429167.5135,0.5915,0.987,130293.4745,0.0277,13330.4886,724.3273
node-014,2024-01-01 19:04:00,0.1721,9012077.5144,0.6177,0.6842,95448.1729,5.102,6239203.6979,850.2805
node-015,2024-01-01 19:04:00,0.0,3798178.1127,0.0,0.2863,133132.1327,2.9654,5876677.1405,771.5044
node-016,2024-01-01 19:04:00,0.0939,7458480.7017,0.0,0.6779,134304.8668,6.9413,4006628.0334,719.5771
node-017,2024-01-01 19:04:00,0.096,8832644.7792,0.0,0.8503,138485.2836,4.9692,800652.31,684.4991
node-018,2024-01-01 19:04:00,0.1058,8632834.3227,9.7501,1.4013,120565.603,6.103,5821296.8081,763.7768
node-019,2024-01-01 19:04:00,0.1035,7956702.5118,0.1645,0.5884,121668.6304,9.0802,6337810.1968,847.4166
node-020,2024-01-01 19:04:00,0.1164,7963674.1025,0.0,0.908,102949.9442,10.0584,4900111.5165,678.8038
node-021,2024-01-01 19:04:00,0.0997,8517129.7714,0.5966,1.2783,78540.4756,5.1583,842694.4301,857.0469
node-022,2024-01-01 19:04:00,0.1116,8383618.9639,0.0,0.478,94330.2821,8.1546,6103222.5806,888.8999
node-023,2024-01-01 19:04:00,0.1027,7399742.0251,8.1429,0.9122,125686.8526,5.875,6147338.2632,854.0467
node-024,2024-01-01 19:04:00,0.0536,7938809.3266,4.9339,0.7385,115428.4388,5.9701,5793411.1322,790.4829
node-025,2024-01-01 19:04:00,0.1339,9103915.2088,0.0,0.9391,71978.3658,6.2212,6616193.0321,840.4831
node-026,2024-01-01 19:04:00,0.0,4510350.8239,0.0,0.2395,87015.8404,3.1506,6224222.8078,752.2004
node-027,2024-01-01 19:04:00,0.0708,7749296.9348,4.9279,0.6856,147292.952,7.0722,365751.0708,838.8763
node-028,2024-01-01 19:04:00,0.0819,8411293.9269,4.312,1.3822,93644.1588,6.8957,5192762.0895,657.9168
node-029,2024-01-01 19:04:00,0.1081,8258118.593,9.8769,1.541,117069.9333,7.3584,6403549.5101,859.3395
node-030,2024-01-01 19:04:00,0.1939,8247440.8497,0.8188,0.5032,120197.4885,6.9903,6058502.508,859.6937
node-031,2024-01-01 19:04:00,0.0039,29068151.392,0.0,1.5104,1022.4423,0.0,41195.9922,30.1749
node-032,2024-01-01 19:04:00,0.1607,7342891.2765,11.0863,0.5362,139095.2424,8.7604,6236664.509,866.7516
node-033,2024-01-01 19:04:00,0.2744,7167697.2743,3.1074,4.7053,98011.4568,7.7381,6678448.0497,876.6387
node-034,2024-01-01 19:04:00,0.182,4834902.913,0.0,0.2888,129560.6008,0.9706,6457654.3847,796.5638
node-035,2024-01-01 19:04:00,0.1154,9298280.5992,0.8778,1.2483,121392.7413,5.832,5395256.2045,682.5715
node-036,2024-01-01 19:04:00,0.1973,8330396.866,2.628,1.688,121944.2959,6.7199,6139236.6394,879.2167
node-037,2024-01-01 19:04:00,0.2435,8243058.9378,10.9808,1.1878,121025.514,7.7999,5884128.313,844.6071
node-038,2024-01-01 19:04:00,0.1134,7033722.9379,3.3004,0.4961,131101.0313,6.3415,5564580.7782,848.1262
node-039,2024-01-01 19:04:00,0.0765,8426950.0084,8.4646,2.0374,124306.2878,4.9253,6256655.6099,868.6837
node-040,2024-01-01 19:04:00,0.0,4449182.1397,0.3956,0.1946,154922.7708,3.1031,65564.7044,575.2541
node-041,2024-01-01 19:04:00,0.0251,7598734.0322,0.0319,1.0946,124897.3247,8.999,4427922.6912,662.0041
node-042,2024-01-01 19:04:00,0.0908,7837880.0207,0.1757,0.8201,138858.645,6.0376,1020692.5263,861.433
node-043,2024-01-01 19:04:00,0.1728,8655933.1461,0.4542,0.8033,116991.5492,6.9324,6559868.9363,857.1685
node-044,2024-01-01 19:04:00,0.3259,7640556.0174,9.7253,0.9753,126064.511,13.9975,5788534.5664,824.6354
node-045,2024-01-01 19:04:00,0.2077,8357306.0699,1.0681,1.2172,110353.8759,14.2148,6158323.6139,857.2408
node-046,2024-01-01 19:04:00,0.2954,7913003.1417,0.0,0.4998,102978.6338,5.9371,651762.385,754.2439
node-047,2024-01-01 19:04:00,0.0941,7932792.688,0.9867,0.3921,115401.6139,6.0886,74079.1116,813.3179
node-048,2024-01-01 19:04:00,0.0894,7985088.2552,2.9585,0.5671,135268.5354,10.0991,5952596.2468,864.6126
node-049,2024-01-01 19:04:00,0.0,4768184.1434,0.6109,0.1706,114376.5418,3.0374,6260628.8079,745.1747
node-050,2024-01-01 19:04:00,0.0,2329633.9057,0.0,0.3101,134841.4877,3.9068,5961693.0324,757.5545
node-051,2024-01-01 19:04:00,0.239,7431409.0604,10.0838,2.1006,138827.3562,5.9893,5714803.215,833.8265
node-052,2024-01-01 19:04:00,0.0806,7930337.0168,0.4863,0.6248,71351.5581,5.7626,5982548.3702,861.586
node-053,2024-01-01 19:04:00,0.1578,8092154.603,0.0,1.6172,133079.4306,9.3363,6348060.5085,861.9722
node-054,2024-01-01 19:04:00,0.123,7677858.0976,0.0,0.9894,74697.1363,8.055,5700283.0285,745.3297
node-055,2024-01-01 19:04:00,0.0876,7742022.812,0.0,1.188,136314.0103,11.8412,5767975.4084,860.1363
node-056,2024-01-01 19:04:00,0.1155,8241185.8497,5.4284,1.2138,114099.6248,6.9743,6084862.0638,895.2235
node-057,2024-01-01 19:04:00,0.1145,3942251.9907,7.7503,1.0839,112791.3558,5.2891,5857212.386,840.8572
node-058,2024-01-01 19:04:00,0.1559,8109626.814,0.6579,1.2203,132042.1729,8.985,6228477.5559,827.6232
node-059,2024-01-01 19:04:00,0.0859,8000796.2707,9.3712,1.1026,140388.2595,8.0776,6491445.4481,739.5763
node-060,2024-01-01 19:04:00,0.1113,7689740.6812,3.7363,1.004,129401.8389,6.9905,5951675.4739,819.3944
node-061,2024-01-01 19:04:00,0.2238,8301624.1865,0.1023,1.2393,68522.4746,3.9708,6093986.0435,700.6159
node-062,2024-01-01 19:04:00,0.0915,8360418.5988,10.397,0.793,125238.3856,7.5118,6207446.8168,678.1304
node-063,2024-01-01 19:04:00,0.0107,7909916.599,17.3053,1.0065,119691.7399,6.1631,6160581.8559,843.5296
