nodeId,timestamp,cpu_wio,mem_free,Missed Buffers_P1,cpu_user,bytes_out,proc_run,bytes_in,pkts_out
node-000,2024-01-01 18:44:00,0.1065,7865729.909,1.5725,1.0832,165415.5584,10.4157,6228725.2651,958.3129
node-001,2024-01-01 18:44:00,0.1211,7765249.331,0.0897,1.0341,129198.5559,6.9529,6127733.4877,943.6669
node-002,2024-01-01 18:44:00,0.1084,9060833.0556,0.0,1.407,109746.6398,7.3873,6251133.5635,965.309
node-003,2024-01-01 18:44:00,0.1128,9683799.7886,5.5568,0.4503,122871.1931,6.8815,6328007.9353,954.8496
node-004,2024-01-01 18:44:00,0.0877,8390002.4294,0.0803,1.0097,122887.5316,9.0198,6157275.2025,953.5981
node-005,2024-01-01 18:44:00,0.0979,7510252.2517,0.4577,5.9947,106911.9458,6.9488,6219793.276,934.4479
node-006,2024-01-01 18:44:00,0.0186,5126263.7165,9.9288,0.1921,131027.0232,3.3646,6228859.6272,897.2583
node-007,2024-01-01 18:44:00,0.2188,6819761.7945,7.2788,0.7128,117052.9851,6.9987,6286592.2654,948.7008
node-008,2024-01-01 18:44:00,0.1074,7991475.6077,13.4254,0.704,109303.6696,6.0646,6156788.3463,932.0769
node-009,2024-01-01 18:44:00,0.1389,7817167.9648,3.9412,1.2913,134124.7672,8.1052,6207378.0613,950.8909
node-010,2024-01-01 18:44:00,0.154,8373599.8635,0.7841,1.5955,118217.7231,8.0082,6136280.54,946.0982
node-011,2024-01-01 18:44:00,0.1456,7613651.8067,8.5414,1.0531,119100.9154,8.946,6248941.521,950.0778
node-012,2024-01-01 18:44:00,0.1245,7430255.1554,0.0,0.9103,119181.8291,6.691,6204084.5738,961.5634
node-013,2024-01-01 18:44:00,0.1063,7548446.3471,0.0,1.1191,166872.1058,0.0128,50269.7238,952.4887
node-014,2024-01-01 18:44:00,0.1228,9439009.3593,0.0,0.7161,111537.3222,6.948,6147514.4213,932.6284
node-015,2024-01-01 18:44:00,0.0,4306056.3925,0.1619,0.2121,97930.9096,2.994,6325588.8164,930.5142
node-016,2024-01-01 18:44:00,0.1657,7514156.8126,6.4231,0.9949,134876.3275,9.043,6239942.5105,962.2146
